begin_date,type,paperless_billing,pay_mentmethod,monthly_charges,total_charges,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support
2018-09-01,Two year,No,Credit card (automatic),19.45,369.05,0,No,No,,,,,
2017-12-01,One year,No,Mailed check,19.4,525.55,0,No,No,,,,,
2019-10-01,Month-to-month,Yes,Electronic check,56.4,234.85,0,No,No,DSL,No,No,No,No
2019-10-01,Month-to-month,No,Mailed check,20.85,62.9,0,Yes,Yes,,,,,
2014-04-01,Two year,No,Bank transfer (automatic),19.8,1397.65,0,Yes,No,,,,,
2014-02-01,Two year,No,Electronic check,111.65,7943.45,1,No,No,Fiber optic,No,Yes,Yes,Yes
2018-05-01,Month-to-month,Yes,Electronic check,45.05,770.6,1,No,No,DSL,No,No,No,No
2019-08-01,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,0,No,No,Fiber optic,No,Yes,No,No
2015-07-01,Month-to-month,Yes,Electronic check,73.1,4144.9,0,No,No,Fiber optic,No,No,No,No
2015-07-01,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,0,Yes,Yes,Fiber optic,No,No,No,No
2019-11-01,Month-to-month,Yes,Credit card (automatic),74.3,74.3,0,No,No,Fiber optic,No,Yes,No,No
2014-02-01,One year,Yes,Electronic check,104.15,7303.05,0,Yes,Yes,Fiber optic,Yes,Yes,No,No
2014-06-01,Two year,No,Credit card (automatic),20.5,1424.9,0,No,No,,,,,
2018-05-01,Two year,No,Mailed check,53.15,1183.2,0,No,Yes,DSL,Yes,Yes,Yes,Yes
2016-06-01,One year,No,Credit card (automatic),19.5,835.5,0,No,No,,,,,
2015-06-01,One year,No,Bank transfer (automatic),68.75,3815.4,0,Yes,Yes,DSL,Yes,Yes,No,No
2014-02-01,Two year,Yes,Credit card (automatic),65.25,4478.85,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
2019-08-01,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,0,No,No,DSL,Yes,Yes,No,No
2019-01-01,Month-to-month,No,Electronic check,97.0,1334.45,0,Yes,Yes,Fiber optic,No,No,Yes,No
2019-05-01,Month-to-month,No,Mailed check,19.85,178.8,0,No,No,,,,,
2017-10-01,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,0,Yes,Yes,,,,,
2016-07-01,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
2015-02-01,Month-to-month,Yes,Electronic check,106.15,6411.25,0,Yes,No,Fiber optic,No,Yes,Yes,No
2014-10-01,Two year,Yes,Electronic check,105.25,6823.4,0,Yes,No,Fiber optic,No,Yes,No,Yes
2014-03-01,One year,Yes,Credit card (automatic),98.65,6962.85,0,Yes,No,Fiber optic,No,No,Yes,No
2017-11-01,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,0,No,No,Fiber optic,Yes,No,No,No
2015-12-01,Two year,No,Bank transfer (automatic),20.15,930.9,0,Yes,Yes,,,,,
2019-12-01,Month-to-month,Yes,Electronic check,71.0,71.0,1,No,Yes,Fiber optic,No,No,No,No
2018-04-01,Month-to-month,No,Mailed check,55.1,1253.15,0,No,No,DSL,Yes,No,No,Yes
2017-04-01,One year,No,Mailed check,55.0,1885.15,0,No,No,DSL,Yes,Yes,No,No
2014-08-01,Two year,Yes,Mailed check,84.0,5714.25,0,Yes,Yes,DSL,Yes,No,Yes,Yes
2015-07-01,One year,No,Credit card (automatic),59.45,3157.0,0,Yes,Yes,DSL,Yes,No,No,No
2019-11-01,Month-to-month,Yes,Electronic check,79.2,79.2,1,No,No,Fiber optic,No,No,No,No
2017-05-01,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,0,No,No,Fiber optic,No,No,No,No
2019-04-01,Month-to-month,Yes,Electronic check,69.0,506.9,0,Yes,Yes,Fiber optic,No,No,No,No
2014-12-01,Two year,No,Bank transfer (automatic),69.4,4237.5,0,No,No,DSL,Yes,Yes,Yes,Yes
2020-01-01,Month-to-month,No,Credit card (automatic),20.3,20.3,0,No,No,,,,,
2017-01-01,Month-to-month,No,Electronic check,72.25,2568.55,0,Yes,Yes,DSL,Yes,No,Yes,Yes
2020-01-01,Month-to-month,Yes,Electronic check,70.2,70.2,1,No,No,Fiber optic,No,No,No,No
2019-07-01,Month-to-month,Yes,Electronic check,78.85,292.8,1,No,No,Fiber optic,No,No,No,No
2015-02-01,One year,No,Electronic check,64.75,4039.5,0,No,No,DSL,Yes,No,Yes,Yes
2019-11-01,Month-to-month,Yes,Mailed check,79.55,79.55,0,No,No,Fiber optic,No,No,Yes,No
2014-02-01,Two year,Yes,Bank transfer (automatic),103.75,7346.2,0,Yes,No,Fiber optic,No,Yes,Yes,No
2018-04-01,Month-to-month,Yes,Electronic check,84.75,1816.75,0,No,Yes,Fiber optic,No,No,No,No
2019-12-01,Month-to-month,No,Mailed check,20.05,20.05,1,No,No,,,,,
2018-03-01,Two year,Yes,Mailed check,19.65,451.55,0,Yes,Yes,,,,,
2018-01-01,One year,No,Mailed check,20.05,520.1,0,Yes,Yes,,,,,
2016-09-01,One year,Yes,Credit card (automatic),56.3,2364.0,0,No,No,DSL,No,Yes,No,No
2017-03-01,Month-to-month,Yes,Electronic check,74.4,2276.95,1,No,No,Fiber optic,No,Yes,No,No
2016-05-01,Two year,Yes,Electronic check,104.6,4759.85,0,No,No,Fiber optic,No,Yes,Yes,No
2020-01-01,Month-to-month,Yes,Mailed check,79.15,79.15,0,No,No,Fiber optic,No,Yes,No,No
2019-02-01,Month-to-month,Yes,Electronic check,84.6,959.9,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
2014-02-01,Two year,Yes,Credit card (automatic),82.65,5919.35,0,Yes,No,DSL,Yes,Yes,Yes,No
2016-04-01,Month-to-month,No,Electronic check,45.55,2062.15,0,Yes,No,DSL,Yes,Yes,No,No
2016-03-01,Two year,No,Bank transfer (automatic),59.6,2754.0,1,No,No,DSL,No,Yes,No,Yes
2016-10-01,Month-to-month,No,Electronic check,67.45,2731.0,0,No,No,DSL,Yes,No,Yes,No
2020-01-01,Month-to-month,Yes,Mailed check,20.65,20.65,0,Yes,No,,,,,
2014-07-01,Two year,Yes,Bank transfer (automatic),69.9,4615.9,0,Yes,Yes,DSL,No,No,Yes,Yes
2018-04-01,Month-to-month,Yes,Electronic check,49.8,1049.05,0,No,No,DSL,Yes,No,No,No
2014-02-01,Two year,No,Credit card (automatic),20.25,1566.9,0,No,No,,,,,
2018-11-01,Month-to-month,No,Electronic check,95.7,1451.1,0,No,No,Fiber optic,No,Yes,No,Yes
2014-08-01,One year,Yes,Credit card (automatic),108.1,7181.95,1,Yes,No,Fiber optic,No,Yes,Yes,Yes
2017-09-01,Month-to-month,Yes,Mailed check,60.2,1834.15,0,Yes,Yes,DSL,Yes,No,No,No
2018-05-01,Month-to-month,Yes,Mailed check,49.55,878.35,0,Yes,No,DSL,No,No,Yes,No
2019-11-01,Month-to-month,Yes,Mailed check,53.55,53.55,0,No,No,DSL,No,No,No,No
2019-11-01,Month-to-month,No,Electronic check,50.8,50.8,0,No,No,DSL,No,Yes,No,No
2014-07-01,Two year,No,Credit card (automatic),81.35,5398.6,0,Yes,Yes,DSL,Yes,Yes,Yes,No
2018-09-01,Month-to-month,Yes,Mailed check,50.3,846.8,0,No,Yes,DSL,Yes,No,No,No
2016-06-01,Month-to-month,Yes,Electronic check,106.3,4443.45,0,No,No,Fiber optic,No,Yes,Yes,No
2014-09-01,One year,Yes,Electronic check,107.45,7047.5,1,Yes,Yes,Fiber optic,No,Yes,Yes,No
2017-03-01,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,0,Yes,No,Fiber optic,No,No,No,Yes
2016-11-01,One year,No,Electronic check,59.8,2343.85,0,Yes,Yes,DSL,Yes,Yes,Yes,No
2014-04-01,Two year,Yes,Credit card (automatic),94.8,6859.05,0,Yes,No,DSL,Yes,Yes,Yes,Yes
2015-09-01,Month-to-month,Yes,Electronic check,92.55,4779.45,0,Yes,Yes,Fiber optic,No,Yes,No,Yes
2019-12-01,Month-to-month,Yes,Electronic check,79.55,79.55,0,No,No,Fiber optic,No,No,No,No
2016-10-01,One year,No,Mailed check,40.25,1564.05,0,No,Yes,DSL,Yes,Yes,No,Yes
2019-09-01,Month-to-month,Yes,Electronic check,74.25,210.3,0,No,No,Fiber optic,No,No,No,No
2019-11-01,Month-to-month,No,Mailed check,20.4,20.4,0,No,No,,,,,
2017-03-01,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,0,No,No,Fiber optic,No,Yes,No,No
2017-07-01,Month-to-month,Yes,Electronic check,100.05,3046.15,0,Yes,Yes,Fiber optic,No,No,Yes,No
2017-07-01,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,1,Yes,No,Fiber optic,No,No,Yes,No
2016-12-01,Two year,No,Mailed check,20.05,741.5,0,No,No,,,,,
2014-02-01,Two year,No,Mailed check,74.55,5430.65,0,Yes,Yes,DSL,Yes,Yes,No,Yes
2020-01-01,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,0,No,No,,,,,
2018-04-01,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,0,Yes,No,Fiber optic,No,No,Yes,No
2017-03-01,One year,No,Credit card (automatic),53.15,1930.9,0,Yes,No,DSL,Yes,No,Yes,No
2020-01-01,Month-to-month,No,Mailed check,33.6,33.6,0,No,Yes,DSL,No,Yes,No,Yes
2019-09-01,Month-to-month,Yes,Mailed check,19.25,86.05,0,No,No,,,,,
2014-02-01,Two year,Yes,Credit card (automatic),97.95,7114.25,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
2014-06-01,Two year,Yes,Electronic check,88.15,6148.45,0,No,No,DSL,Yes,Yes,Yes,Yes
2014-02-01,Two year,Yes,Credit card (automatic),83.6,5959.3,0,Yes,Yes,DSL,Yes,Yes,Yes,No
2014-08-01,One year,Yes,Electronic check,104.9,6891.45,1,Yes,Yes,Fiber optic,No,Yes,Yes,No
2015-10-01,One year,Yes,Electronic check,20.4,1090.65,0,Yes,Yes,,,,,
2019-11-01,Month-to-month,Yes,Mailed check,50.5,147.75,0,No,No,DSL,No,No,No,Yes
2014-05-01,Two year,No,Credit card (automatic),74.1,5031.0,1,No,No,DSL,Yes,No,Yes,Yes
2017-09-01,Month-to-month,Yes,Electronic check,93.85,2381.55,1,Yes,No,Fiber optic,No,Yes,Yes,No
2014-10-01,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,1,No,No,Fiber optic,Yes,Yes,No,No
2018-03-01,One year,Yes,Electronic check,100.95,1875.55,0,Yes,Yes,Fiber optic,No,No,No,Yes
2015-07-01,One year,Yes,Credit card (automatic),111.25,5916.45,0,No,No,Fiber optic,Yes,Yes,No,Yes
2016-10-01,Month-to-month,Yes,Electronic check,50.85,2036.55,0,Yes,Yes,DSL,No,Yes,No,No
2018-03-01,Month-to-month,Yes,Electronic check,19.4,374.5,0,No,Yes,,,,,
2019-10-01,Month-to-month,No,Electronic check,86.05,308.1,0,No,No,Fiber optic,No,No,Yes,No
2017-10-01,One year,No,Bank transfer (automatic),92.2,2568.15,0,Yes,Yes,Fiber optic,No,No,No,No
2019-01-01,Month-to-month,Yes,Mailed check,18.95,185.6,0,No,No,,,,,
2014-06-01,Two year,No,Credit card (automatic),25.8,1911.5,0,Yes,No,,,,,
2019-11-01,Month-to-month,Yes,Electronic check,50.45,50.45,0,No,No,DSL,No,No,No,No
2019-06-01,Month-to-month,Yes,Credit card (automatic),83.15,446.05,1,No,No,Fiber optic,No,No,No,No
2019-07-01,Month-to-month,No,Electronic check,69.95,330.15,0,Yes,No,Fiber optic,No,No,No,No
2019-07-01,Month-to-month,Yes,Electronic check,94.6,279.55,1,Yes,No,Fiber optic,No,No,No,No
2015-09-01,Two year,No,Mailed check,18.7,1005.7,0,No,No,,,,,
2018-04-01,One year,Yes,Mailed check,78.65,1663.75,0,Yes,Yes,DSL,No,No,Yes,Yes
2015-11-01,Two year,No,Credit card (automatic),19.55,1086.75,0,Yes,Yes,,,,,
2014-08-01,One year,Yes,Electronic check,106.25,6979.8,1,Yes,No,Fiber optic,No,Yes,Yes,No
2014-02-01,Two year,Yes,Electronic check,99.15,7422.1,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
2020-01-01,Month-to-month,Yes,Electronic check,84.6,84.6,0,No,No,Fiber optic,No,No,No,No
2017-06-01,Month-to-month,Yes,Electronic check,40.3,1172.95,1,No,No,DSL,No,No,Yes,No
2014-05-01,Two year,No,Bank transfer (automatic),46.25,3121.4,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
2018-04-01,One year,Yes,Mailed check,100.05,2090.25,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2019-11-01,Month-to-month,No,Mailed check,20.7,57.5,0,No,No,,,,,
,,,,,,0,Yes,Yes,DSL,Yes,Yes,Yes,No
2018-09-01,One year,No,Credit card (automatic),20.05,337.9,0,No,No,,,,,
2014-09-01,Month-to-month,Yes,Electronic check,85.75,5688.45,1,Yes,Yes,Fiber optic,Yes,Yes,No,No
2018-08-01,Month-to-month,No,Electronic check,88.15,1390.6,0,Yes,No,Fiber optic,No,No,No,No
2014-05-01,Two year,No,Mailed check,19.9,1363.45,0,Yes,No,,,,,
2020-01-01,Month-to-month,Yes,Mailed check,70.7,70.7,0,No,No,Fiber optic,No,No,No,No
2019-11-01,Month-to-month,Yes,Mailed check,70.45,70.45,0,No,Yes,Fiber optic,No,No,No,No
2019-07-01,Month-to-month,Yes,Credit card (automatic),54.7,169.45,0,No,Yes,DSL,No,No,No,No
2018-03-01,One year,Yes,Electronic check,49.45,1119.35,0,No,Yes,DSL,No,No,No,Yes
2015-11-01,Month-to-month,No,Mailed check,69.15,3649.6,0,Yes,No,Fiber optic,No,No,No,No
2015-12-01,Month-to-month,Yes,Mailed check,35.0,1782.4,0,No,No,DSL,Yes,Yes,No,No
2016-08-01,One year,Yes,Mailed check,19.55,839.4,0,No,No,,,,,
2019-06-01,Month-to-month,Yes,Electronic check,38.5,330.8,0,No,Yes,DSL,Yes,No,No,No
2019-02-01,Month-to-month,No,Bank transfer (automatic),84.5,662.65,0,No,No,Fiber optic,No,No,No,No
2018-04-01,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,0,No,No,Fiber optic,No,No,No,No
2014-03-01,Two year,Yes,Credit card (automatic),108.55,7616.0,0,Yes,No,Fiber optic,Yes,No,Yes,Yes
2018-05-01,Month-to-month,Yes,Electronic check,76.65,1313.55,0,No,No,Fiber optic,No,No,Yes,No
2016-04-01,One year,Yes,Bank transfer (automatic),20.2,845.6,0,Yes,Yes,,,,,
2017-12-01,Month-to-month,Yes,Electronic check,54.45,1127.35,0,No,No,DSL,Yes,No,No,No
2014-07-01,One year,Yes,Bank transfer (automatic),100.25,6689.0,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
2019-01-01,One year,Yes,Credit card (automatic),104.15,1299.1,0,No,Yes,Fiber optic,No,Yes,Yes,No
2017-04-01,Month-to-month,No,Mailed check,20.65,716.4,0,Yes,Yes,,,,,
2019-09-01,Month-to-month,Yes,Electronic check,29.6,79.45,0,No,No,DSL,No,Yes,No,No
2019-01-01,Month-to-month,Yes,Mailed check,50.55,610.75,0,No,No,DSL,No,No,No,Yes
2018-06-01,Month-to-month,No,Credit card (automatic),64.4,1398.6,0,No,No,DSL,Yes,No,Yes,No
2018-11-01,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,0,Yes,Yes,DSL,Yes,No,No,No
2016-12-01,One year,No,Mailed check,20.05,678.2,0,No,No,,,,,
2018-08-01,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,0,No,Yes,Fiber optic,No,No,Yes,No
2019-10-01,Month-to-month,No,Electronic check,20.15,91.4,0,Yes,No,,,,,
2018-12-01,Month-to-month,Yes,Electronic check,73.85,926.25,0,No,No,Fiber optic,No,No,No,Yes
2019-07-01,Month-to-month,Yes,Credit card (automatic),85.4,425.9,0,No,No,Fiber optic,No,No,No,Yes
2014-02-01,Two year,Yes,Bank transfer (automatic),85.15,6316.2,0,Yes,No,DSL,No,Yes,Yes,Yes
2018-04-01,Two year,No,Mailed check,25.25,566.5,0,No,No,,,,,
2014-05-01,Two year,No,Mailed check,39.1,2779.5,0,Yes,Yes,DSL,Yes,No,Yes,Yes
2015-05-01,One year,Yes,Credit card (automatic),105.4,5643.4,0,No,No,Fiber optic,Yes,Yes,No,Yes
2017-02-01,Month-to-month,Yes,Electronic check,75.2,2576.2,0,Yes,No,Fiber optic,No,No,No,No
2015-07-01,One year,Yes,Credit card (automatic),84.25,4589.85,0,No,No,Fiber optic,Yes,No,Yes,No
2015-11-01,One year,Yes,Credit card (automatic),96.4,4911.05,0,Yes,No,Fiber optic,Yes,Yes,No,No
2017-04-01,Two year,No,Bank transfer (automatic),26.1,980.35,0,No,No,,,,,
2015-01-01,Two year,Yes,Bank transfer (automatic),73.8,4616.05,0,Yes,Yes,DSL,No,No,Yes,Yes
2018-12-01,Month-to-month,No,Mailed check,19.95,268.4,0,No,Yes,,,,,
2016-09-01,Two year,No,Bank transfer (automatic),19.3,772.4,0,Yes,Yes,,,,,
2014-09-01,One year,No,Electronic check,93.55,6069.25,0,No,No,Fiber optic,Yes,No,No,Yes
2019-10-01,Month-to-month,No,Mailed check,48.75,179.85,1,No,No,DSL,No,No,No,No
2017-11-01,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,0,Yes,No,Fiber optic,No,No,Yes,No
2015-12-01,Two year,No,Electronic check,19.8,1013.2,0,Yes,No,,,,,
2016-08-01,One year,No,Electronic check,97.1,4016.75,0,Yes,Yes,Fiber optic,Yes,No,No,No
2019-01-01,Two year,No,Mailed check,19.75,265.75,0,No,No,,,,,
2014-02-01,Two year,No,Bank transfer (automatic),21.0,1493.75,0,Yes,Yes,,,,,
2019-06-01,Month-to-month,Yes,Mailed check,46.0,193.6,0,No,No,DSL,No,No,No,No
2019-08-01,Month-to-month,Yes,Electronic check,76.5,162.45,0,No,No,Fiber optic,No,No,No,No
2019-09-01,Month-to-month,Yes,Electronic check,48.55,201.0,0,Yes,No,DSL,No,Yes,No,No
2016-04-01,Two year,Yes,Electronic check,21.1,937.1,0,No,No,,,,,
2019-10-01,Month-to-month,Yes,Electronic check,69.8,69.8,0,Yes,Yes,Fiber optic,No,No,No,No
2019-12-01,Month-to-month,Yes,Mailed check,54.35,117.05,0,No,No,DSL,No,No,No,Yes
2017-05-01,Month-to-month,Yes,Electronic check,93.35,3092.0,0,Yes,No,Fiber optic,No,Yes,Yes,No
2017-06-01,One year,No,Bank transfer (automatic),19.75,624.15,0,No,No,,,,,
2014-02-01,Two year,Yes,Credit card (automatic),88.7,6301.7,0,Yes,No,DSL,Yes,Yes,Yes,Yes
2015-05-01,Two year,Yes,Electronic check,59.75,3450.15,0,Yes,No,DSL,Yes,Yes,No,Yes
2015-01-01,One year,Yes,Bank transfer (automatic),49.7,2961.4,0,Yes,Yes,DSL,Yes,No,No,No
2018-04-01,Month-to-month,No,Electronic check,83.05,1799.3,0,No,No,Fiber optic,No,No,No,No
2018-08-01,One year,Yes,Credit card (automatic),89.6,1633.0,0,No,No,Fiber optic,No,No,Yes,No
2019-05-01,Month-to-month,Yes,Electronic check,94.7,740.3,0,No,No,Fiber optic,No,No,Yes,No
2019-09-01,Month-to-month,Yes,Electronic check,55.3,196.15,0,No,No,DSL,No,No,No,No
2014-07-01,Two year,No,Bank transfer (automatic),104.6,6885.75,0,Yes,Yes,Fiber optic,Yes,No,No,Yes
2014-08-01,Two year,Yes,Bank transfer (automatic),105.65,6844.5,0,No,No,Fiber optic,Yes,No,Yes,Yes
2016-11-01,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,0,Yes,Yes,Fiber optic,No,No,No,Yes
2020-01-01,Month-to-month,Yes,Mailed check,19.55,19.55,0,No,No,,,,,
2016-09-01,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,0,Yes,Yes,Fiber optic,No,No,Yes,No
2014-02-01,Two year,No,Bank transfer (automatic),90.45,6565.85,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
2018-05-01,Month-to-month,Yes,Electronic check,104.35,2271.85,1,No,No,Fiber optic,No,Yes,Yes,No
2015-10-01,Two year,Yes,Mailed check,85.15,4461.85,0,No,Yes,DSL,Yes,Yes,No,Yes
2017-09-01,Month-to-month,No,Electronic check,34.3,1004.75,0,No,No,DSL,No,Yes,No,Yes
2015-05-01,One year,Yes,Credit card (automatic),41.1,2258.25,0,No,No,DSL,Yes,No,Yes,Yes
2016-08-01,Two year,Yes,Credit card (automatic),78.45,3373.4,0,No,No,DSL,No,No,Yes,Yes
2015-04-01,Two year,Yes,Electronic check,86.1,4890.5,0,Yes,No,DSL,Yes,Yes,Yes,No
2018-07-01,Month-to-month,Yes,Mailed check,55.7,899.8,0,No,No,DSL,Yes,No,No,No
2019-06-01,Month-to-month,Yes,Credit card (automatic),25.25,186.3,0,No,No,DSL,No,No,No,No
2017-08-01,One year,No,Credit card (automatic),74.65,2308.6,0,No,No,DSL,Yes,Yes,Yes,Yes
2018-12-01,Month-to-month,Yes,Electronic check,78.1,1122.4,0,Yes,No,Fiber optic,No,No,No,No
2014-02-01,Two year,No,Credit card (automatic),109.7,7898.45,1,Yes,No,Fiber optic,No,Yes,Yes,Yes
2014-03-01,Two year,No,Bank transfer (automatic),54.5,3778.2,0,Yes,No,DSL,Yes,No,No,Yes
2019-05-01,Month-to-month,No,Mailed check,64.95,547.8,0,No,No,DSL,Yes,No,No,Yes
2015-04-01,Month-to-month,Yes,Electronic check,98.9,5780.7,1,Yes,No,Fiber optic,No,Yes,No,No
2019-04-01,Month-to-month,Yes,Electronic check,101.95,700.85,1,Yes,No,Fiber optic,No,No,Yes,No
2018-02-01,Month-to-month,Yes,Electronic check,85.95,2107.15,0,No,No,Fiber optic,No,Yes,Yes,Yes
2017-02-01,One year,No,Mailed check,53.65,1939.35,0,Yes,Yes,DSL,Yes,Yes,No,No
2016-07-01,Month-to-month,No,Bank transfer (automatic),70.25,2868.05,0,No,No,Fiber optic,No,No,No,No
2014-07-01,One year,Yes,Electronic check,109.4,7281.6,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
2018-04-01,Month-to-month,Yes,Mailed check,59.05,1253.5,0,No,No,DSL,Yes,No,No,Yes
2014-05-01,Two year,No,Credit card (automatic),19.95,1399.35,0,No,No,,,,,
2016-02-01,Two year,No,Mailed check,19.25,855.1,0,Yes,No,,,,,
2018-06-01,One year,No,Mailed check,20.35,393.15,0,Yes,No,,,,,
2019-03-01,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,0,Yes,Yes,DSL,Yes,No,No,No
2014-12-01,One year,Yes,Bank transfer (automatic),103.25,6017.65,0,No,No,Fiber optic,No,Yes,Yes,No
2014-03-01,Two year,No,Mailed check,19.8,1396.25,0,Yes,Yes,,,,,
2014-09-01,Month-to-month,Yes,Electronic check,104.25,6812.95,0,Yes,No,Fiber optic,Yes,No,Yes,No
2014-02-01,Two year,Yes,Bank transfer (automatic),110.1,7746.7,1,No,No,Fiber optic,Yes,Yes,No,Yes
2019-01-01,Month-to-month,No,Mailed check,53.45,718.1,0,No,Yes,DSL,No,No,Yes,Yes
2019-02-01,Month-to-month,No,Mailed check,20.5,255.5,0,Yes,Yes,,,,,
2019-07-01,Month-to-month,Yes,Electronic check,71.05,472.65,0,No,Yes,Fiber optic,No,No,No,No
2019-08-01,Month-to-month,No,Electronic check,54.85,355.1,0,Yes,Yes,DSL,No,No,No,No
2014-05-01,One year,No,Credit card (automatic),95.75,6511.25,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2016-09-01,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,0,No,No,,,,,
2017-08-01,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,0,Yes,Yes,DSL,Yes,No,No,No
2018-01-01,One year,Yes,Bank transfer (automatic),19.5,516.3,0,No,No,,,,,
2019-11-01,Month-to-month,No,Electronic check,80.55,184.1,0,No,No,Fiber optic,No,No,No,No
2016-05-01,Two year,No,Credit card (automatic),53.3,2296.25,0,Yes,No,DSL,Yes,No,Yes,No
2015-08-01,One year,No,Mailed check,72.1,3886.05,1,No,No,DSL,No,Yes,No,Yes
2019-12-01,Month-to-month,Yes,Mailed check,31.35,31.35,0,No,Yes,DSL,No,Yes,No,No
2019-01-01,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,0,No,No,DSL,Yes,No,No,No
2018-08-01,Month-to-month,Yes,Bank transfer (automatic),95.05,1679.4,0,No,No,Fiber optic,No,No,Yes,Yes
2018-01-01,Month-to-month,Yes,Mailed check,71.05,1837.7,0,Yes,No,DSL,Yes,Yes,No,Yes
2018-01-01,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,0,No,No,DSL,Yes,No,No,Yes
2016-04-01,Two year,No,Mailed check,38.25,1755.35,0,No,No,DSL,Yes,No,Yes,Yes
2019-09-01,Month-to-month,No,Mailed check,19.45,86.05,0,Yes,Yes,,,,,
2019-04-01,One year,No,Mailed check,19.5,225.85,0,No,No,,,,,
2014-07-01,One year,Yes,Credit card (automatic),100.9,6733.15,0,Yes,No,Fiber optic,Yes,Yes,No,No
2018-10-01,Two year,No,Mailed check,20.5,290.55,0,Yes,Yes,,,,,
2020-01-01,Month-to-month,Yes,Mailed check,50.7,50.7,0,No,No,DSL,Yes,No,No,No
2016-05-01,Month-to-month,Yes,Electronic check,75.95,3273.8,0,No,No,DSL,Yes,No,Yes,No
2019-09-01,Month-to-month,Yes,Electronic check,76.95,228.4,0,No,No,Fiber optic,No,No,No,No
2015-11-01,One year,Yes,Bank transfer (automatic),79.6,3974.7,1,No,No,Fiber optic,No,Yes,No,No
2016-04-01,Month-to-month,No,Electronic check,53.1,2459.8,0,Yes,No,DSL,Yes,No,No,No
2014-05-01,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,0,Yes,No,Fiber optic,No,Yes,Yes,No
2016-01-01,Month-to-month,Yes,Electronic check,109.55,5124.55,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
2020-01-01,Month-to-month,No,Mailed check,49.05,49.05,0,No,No,DSL,No,No,No,Yes
2014-10-01,Two year,No,Mailed check,25.55,1714.95,0,Yes,No,,,,,
2018-09-01,Month-to-month,No,Electronic check,59.4,1023.9,1,No,No,DSL,No,No,No,Yes
2019-02-01,Month-to-month,Yes,Electronic check,76.5,837.95,0,No,No,Fiber optic,No,No,No,No
2015-06-01,One year,Yes,Electronic check,107.25,6033.3,0,Yes,No,Fiber optic,No,Yes,No,Yes
2014-11-01,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2018-12-01,One year,No,Mailed check,74.05,872.65,0,No,No,DSL,No,No,No,Yes
2019-05-01,Month-to-month,Yes,Credit card (automatic),30.5,208.7,0,No,No,DSL,No,Yes,No,No
2018-11-01,Month-to-month,No,Electronic check,85.3,1219.85,0,No,No,Fiber optic,No,No,Yes,No
2015-08-01,Month-to-month,No,Mailed check,89.8,4667.0,0,No,No,Fiber optic,Yes,No,Yes,No
2018-08-01,Month-to-month,Yes,Mailed check,60.6,1156.35,0,No,No,DSL,Yes,No,Yes,No
2018-08-01,Month-to-month,Yes,Mailed check,87.9,1500.5,0,Yes,Yes,Fiber optic,Yes,No,Yes,No
2014-04-01,Two year,No,Bank transfer (automatic),57.8,4039.3,0,Yes,No,DSL,No,Yes,Yes,Yes
2015-05-01,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,Yes,No,DSL,Yes,Yes,Yes,No
2019-11-01,Month-to-month,No,Electronic check,44.35,81.25,0,No,No,DSL,No,No,No,No
